title,description,published,link,media
"[속보] 이재명, 당 대표 사퇴...“새로운 일 시작”",이재명 전 더불어민주당 대표가 9일 당 대표직을 내려놓고 대선 출마 수순에 들어갔다. 이 전 대표는 “이제 또 새로운 일을 시작해야 되겠다”고 했다. 이 전 대표는 “우리가 겪는 이 어려움도 국민께서 과거의 역경을 이겨낸 위대한 DNA를 발휘해서 빠른 시일 이겨낼 것이라 본다”며 “그 역경에 함께하겠다”고 했다. ,"Wed, 09 Apr 2025 01:17:07 +0000",https://www.chosun.com/politics/assembly/2025/04/09/LXN5NMHIFRAELKRK7ZPA4IQCGM/,조선닷컴
트럼프 “원스톱 쇼핑”… 한국 방위비·관세 패키지 협상 시사,"한덕수 대통령 권한대행 국무총리는 8일 밤 도널드 트럼프 미국 대통령과 28분가량 통화했다. 12·3 비상계엄과 미국 트럼프 2기 행정부 출범 이후 한미 정상 간 통화는 처음이다. 트럼프 대통령은 통화에서 대한(對韓) 무역 적자 문제와 관세, 조선업 협력, 미국산 액화천연가스(LNG), 방위비 분담금 문제 등을 거론했다. 한 대행은 “한국과 미국이 윈윈하길 희망한다”고 했다고 총리실이 전했다. 양측 통화 직후 케빈 해싯 국가경제위원회(NEC) 위원장은 언론 인터뷰에서 “트럼프가 무역 협상에서 한국·일본 같은 동맹을 우선하라고 지시했다”고 밝혔다.","Tue, 08 Apr 2025 15:56:50 +0000",https://www.chosun.com/politics/politics_general/2025/04/09/ZNRLLYPXLJGQ5EJ6S5QI3MEYDQ/,조선닷컴
김문수 “‘피고인 이재명’ 상대는 깨끗한 내가 제격”... 대선 출마 선언,김문수 전 고용노동부 장관이 9일 차기 대통령 선거 출마를 공식 선언하며 “피고인 이재명을 상대하기에는 가진 것 없는 깨끗한 손 김문수가 제격”이라고 말했다.,"Wed, 09 Apr 2025 01:00:33 +0000",https://www.chosun.com/politics/politics_general/2025/04/09/HMGTQTGSXFB3XLWMKBMWCMFW5M/,조선닷컴
무장 북한군 10여명 군사분계선 넘어와 軍 경고 사격에 퇴각,"개인 화기로 무장한 북한군 10여 명이 8일 강원도의 군사분계선(MDL)을 침범했다가 국군의 경고사격을 받고 돌아갔다. 군 당국은 북한군의 최전방 단절 조치와 연관된 우발적 침범, 한국의 정치적 혼란을 틈탄 고의 도발 가능성이 모두 있다고 보고 분석 중이다. ","Tue, 08 Apr 2025 16:11:15 +0000",https://www.chosun.com/politics/diplomacy-defense/2025/04/09/VSS52UZMAJH5JPU7S773OJDG2Q/,조선닷컴
"북한군 10여명, 무장한 채 군사분계선 침범… 경고사격에 퇴각",북한군 10여 명이 8일 오후 5시쯤 동부전선 비무장지대(DMZ)에서 군사분계선(MDL)을 침범해 국군이 즉각 경고 방송 및 경고 사격을 했다고 합동참모본부가 밝혔다. 지난 4일 윤석열 대통령 파면으로 국내 정국이 조기 대선으로 전환된 가운데 북한이 대남 도발에 나선 것 아니냐는 지적이 나온다. 북한 병력들은 전원 무장 상태였던 것으로 알려졌다. ,"Tue, 08 Apr 2025 09:16:34 +0000",https://www.chosun.com/politics/diplomacy-defense/2025/04/08/NRC2XXSONJD4JK76KG73M6VDRM/,조선닷컴
"“러 파병·무기 지원 北, 28조 경제 효과… 6년치 식량 맞먹어”",북한이 우크라이나와 전쟁 중인 러시아에 대규모로 파병하고 탄도미사일·탄약 등 무기를 지원한 대가로 경제적 이득을 최대 28조7000억원 얻을 수 있다는 분석이 8일 나왔다. 이는 북한 전 주민이 6년간 먹을 식량을 살 수 있는 금액이다.,"Tue, 08 Apr 2025 16:09:19 +0000",https://www.chosun.com/politics/diplomacy-defense/2025/04/09/M4UOBYILCVFOTEJYHJRO2N6PRU/,조선닷컴
대통령 업무 기록 다 보겠다는 민주… 국힘 “공포 정치”,더불어민주당이 8일 윤석열 전 대통령이 남긴 기록물을 대통령기록물로 지정하지 못하도록 하는 법안을 발의하는 등 윤 전 대통령 측과 국민의힘을 겨냥한 공세를 이어갔다. 민주당은 지난 4일 헌법재판소의 탄핵 인용 결정 후 윤 전 대통령에 대한 추가 수사와 재구속을 촉구하고 국민의힘 관련 의혹을 규명해야 한다며 연일 맹공을 퍼붓고 있다. 국민의힘을 향해서는 “대통령 후보를 내선 안 된다”고도 했다. 국민의힘은 “6월 3일로 확정된 조기 대선을 유리한 국면으로 이끌어가기 위해 민주당이 보수 진영을 향해 ‘공포 캠페인’을 벌이고 있다”고 했다. ,"Tue, 08 Apr 2025 16:09:01 +0000",https://www.chosun.com/politics/assembly/2025/04/09/WNB2Y6XODFFSNHVQDKDBFF7XWE/,조선닷컴
‘6·3 대선’ 확정… 김문수·안철수 출사표,윤석열 대통령 파면으로 치러지는 21대 대통령 선거일이 6월 3일 화요일로 확정되자 국민의힘 등 범보수 진영의 대선 주자급 인사들이 줄줄이 출마 선언에 나섰다. ,"Tue, 08 Apr 2025 15:56:03 +0000",https://www.chosun.com/politics/2025/04/09/NX7ZY456BNCN3EIBMOKHEJWIRM/,조선닷컴
‘대통령 할 일’ 하는 韓대행… 요동치는 정국,한덕수 대통령 권한대행 국무총리가 8일 마용주 대법관 후보자와 마은혁 헌법재판관 후보자를 임명하고 이완규 법제처장과 함상훈 서울고법 부장판사를 신임 헌법재판관 후보자로 지명했다. 이·함 후보자는 오는 18일 임기(6년) 만료로 퇴임하는 문형배·이미선 헌법재판관 후임이다. 문·이 재판관은 문재인 전 대통령이 지명·임명한 대통령 몫 헌법재판관이다. 한 대행이 대통령 몫 재판관 지명권을 행사하자 더불어민주당은 “한 대행이 위헌·위법적으로 대통령 인사권을 행사하고 있다”고 반발했다.,"Tue, 08 Apr 2025 15:53:46 +0000",https://www.chosun.com/politics/goverment/2025/04/09/SOSAYFOMKBFJ7BKI3MTMM4WOEM/,조선닷컴
대학 때 5·18 실상 알려 ‘유공자’… 尹과 46년 지기,"한덕수 대통령 권한대행이 8일 지명한 이완규(64) 헌법재판관 후보자는 현 정부 출범과 함께 법제처장에 임명돼 재직해 왔다. 이 후보자는 윤석열 전 대통령의 서울대 법대 79학번, 사법연수원 23기 동기다. 노무현 전 대통령이 재임 중 ‘검사와의 대화’를 할 때 참여한 검사 출신이다. ","Tue, 08 Apr 2025 16:03:31 +0000",https://www.chosun.com/politics/goverment/2025/04/09/YBZTCMKN5ZEPNHTYFQ3TN3VVII/,조선닷컴
